fileIdentifier,field_publisher,composer
Levy-211-081,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-082,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-083,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-084,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-085,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-086,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-087,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-088,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-089,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-090,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-091,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-092,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-211-093,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-211-094,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-211-095,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-096,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-097,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-098,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-099,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-100,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-101,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-102,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-103,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-104,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-105,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-211-106,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-107,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-108,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-109,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-211-110,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-001,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-002,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-003,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-004,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-005,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-006,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-007,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-008,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-009,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-010,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-011,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-012,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-013,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-014,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-015,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-016,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-017,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-018,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-019,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-020,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-021,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-022,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-023,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-024,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-025,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-026,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-027,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-028,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-029,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-030,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-031,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-032,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-033,publishers:::7c0a1555-c4ed-4dcc-aa17-d55f0c6d3770,
Levy-212-034,publishers:::7c0a1555-c4ed-4dcc-aa17-d55f0c6d3770,
Levy-212-035,publishers:::7c0a1555-c4ed-4dcc-aa17-d55f0c6d3770,
Levy-212-036,publishers:::7c0a1555-c4ed-4dcc-aa17-d55f0c6d3770,
Levy-212-037,publishers:::7c0a1555-c4ed-4dcc-aa17-d55f0c6d3770,
Levy-212-038,publishers:::7c0a1555-c4ed-4dcc-aa17-d55f0c6d3770,
Levy-212-039,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-040,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-041,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-212-042,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-043,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-212-044,publishers:::4cc71d97-abe6-4b06-ab17-d2581282e777,
Levy-212-045,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-212-046,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-212-047,publishers:::d06e529f-fdda-4510-a9ab-3777551966b3,
Levy-212-048,publishers:::7c0a1555-c4ed-4dcc-aa17-d55f0c6d3770,
Levy-212-049,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-050,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-051,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-052,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-053,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-054,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-055,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-056,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-057,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-058,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-212-059,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-212-060,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-001,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-002,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-003,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-004,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-005,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-006,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-007,publishers:::477088a0-4eb0-4eda-a0f7-bd9c76d9387d,
Levy-213-008,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-213-009,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-010,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-213-011,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-213-012,,creator_r:::c4cb7946-0173-4c66-99b2-fbb858bf2b4c|creator_r:::088dc11e-c09e-44c7-a2aa-42bd60b11e69
Levy-213-013,,creator_r:::c4cb7946-0173-4c66-99b2-fbb858bf2b4c|creator_r:::088dc11e-c09e-44c7-a2aa-42bd60b11e69
Levy-213-014,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-015,publishers:::d06e529f-fdda-4510-a9ab-3777551966b3,
Levy-213-016,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-213-017,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-213-018,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-019,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-020,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-021,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-213-022,publishers:::ca1b9aec-553f-4f6e-b731-cd037bf9ba4f,
Levy-213-023,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-024,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-025,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-026,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-027,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-028,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-029,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-030,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-031,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-032,publishers:::cf18456a-774b-4e8a-bfe8-6da441ed5dbd,
Levy-213-033,publishers:::83843737-51bb-44a4-8df4-56002c04b654,
Levy-213-034,publishers:::800712fb-b94c-4c47-9b93-96b1f7c2313d,
Levy-213-035,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-213-036,publishers:::be1ec0e1-4ba9-4ef3-a61c-a78cc1ca4c48,
Levy-213-037,publishers:::f42137fb-c937-4fc4-ae4f-beee21cb013a,
Levy-213-038,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-213-039,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-213-040,publishers:::b0fd42e8-6242-4726-a5a4-9fb34507d169,
Levy-213-041,publishers:::ccfecbf0-9a7b-4b7e-93d9-da1e8ee129ff,
Levy-213-042,publishers:::1c2a6619-1ed1-458c-84c9-0fae571fc66e,
Levy-213-043,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-213-044,publishers:::986aa7e0-7194-4dff-bdc2-3c684af23c57,
Levy-213-045,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-046,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-213-047,publishers:::2a8289b2-0275-44c9-9dca-2051905acba5,
Levy-213-048,publishers:::2a8289b2-0275-44c9-9dca-2051905acba5,
Levy-213-049,publishers:::2fb3cb1d-494d-45f5-a7a8-9e22c4038c42,
Levy-213-050,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-213-051,publishers:::54964060-effd-472a-84e1-dd2b9cb57664,
Levy-213-052,publishers:::6f3535bd-cc69-4c7a-866c-95024c8086bc,
Levy-213-053,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-054,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-055,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-213-056,publishers:::1c2a6619-1ed1-458c-84c9-0fae571fc66e,
Levy-213-057,publishers:::15661c69-aff9-471c-bc14-16847cf4e673,
Levy-213-058,publishers:::8b29cb6d-b2f9-440f-8528-bca6402bd016,
Levy-213-059,publishers:::83b3bbec-6125-40b4-bb98-9896b2258925,
Levy-213-060,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-061,publishers:::1c2a6619-1ed1-458c-84c9-0fae571fc66e,
Levy-213-062,publishers:::ccfecbf0-9a7b-4b7e-93d9-da1e8ee129ff,
Levy-213-063,publishers:::b0fd42e8-6242-4726-a5a4-9fb34507d169,
Levy-213-064,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-213-065,publishers:::da713506-c9ac-454b-80d4-f220bf9ad977,
Levy-213-066,publishers:::916d52d8-18ea-4a69-9f76-c1daa51828ac,
Levy-213-067,publishers:::b0fd42e8-6242-4726-a5a4-9fb34507d169,
Levy-213-068,publishers:::8f852077-995e-44d4-bbc6-6336b2feba1a,
Levy-213-069,publishers:::3b08b919-6b49-4c79-a371-a3e7cd50e592,
Levy-213-070,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-071,publishers:::dcf029a6-6f7a-493b-bc0f-47caecc508f8,
Levy-213-072,publishers:::d12fc894-93ef-4dd5-92ef-177e818c587d,
Levy-213-073,publishers:::309bd79f-dd8f-4a37-bb15-c5b23d83d0dd,
Levy-213-074,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-213-075,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-076,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-077,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-213-078,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-213-079,publishers:::82abd8b4-8810-4f8b-9407-70ec547bcda1,
Levy-213-080,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-081,publishers:::1c2a6619-1ed1-458c-84c9-0fae571fc66e,
Levy-213-082,publishers:::1c2a6619-1ed1-458c-84c9-0fae571fc66e,
Levy-213-083,publishers:::40ff5598-1585-4f5d-bca6-854476c9b0d8,
Levy-213-084,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-213-085,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-213-086,publishers:::d65caa76-1bb0-476f-85b5-b129f1a7bbd7,
Levy-213-087,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-213-088,publishers:::0d9493c4-4b4c-44d9-934f-081848d8c5e0,
Levy-213-089,publishers:::b4ad2782-c0d0-431d-84e6-0f2d30a4d95b,
Levy-213-090,publishers:::c37f3a3b-c5e1-4116-9535-b5b97cae0084,
Levy-213-091,publishers:::3c63784c-49b0-4599-b727-8781b1a42f82,
Levy-213-092,publishers:::dcef044c-7913-4a68-b08f-b42f7fa19456,
Levy-213-093,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-213-094,publishers:::916d52d8-18ea-4a69-9f76-c1daa51828ac,
Levy-213-095,publishers:::1b8f74da-cb3d-4c90-9583-84f75721cb4c,
Levy-213-096,publishers:::b0fd42e8-6242-4726-a5a4-9fb34507d169,
Levy-213-097,publishers:::3c63784c-49b0-4599-b727-8781b1a42f82,
Levy-213-098,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-213-099,publishers:::dcef044c-7913-4a68-b08f-b42f7fa19456,
Levy-213-100,publishers:::61ab96a8-1990-4554-8ef2-f6bd38948168,
Levy-214-001,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-214-002,publishers:::cf18456a-774b-4e8a-bfe8-6da441ed5dbd,
Levy-214-003,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-214-004,publishers:::1cc9f23d-8fb8-4e2a-bf69-b1e1fabeab3b,
Levy-214-005,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-214-006,publishers:::47adee57-4aff-459d-b31f-1b37b81afc72,
Levy-214-007,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-214-008,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-214-009,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-214-010,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-214-011,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-214-012,publishers:::073182e4-96f4-4f03-a9db-a15fff929583,
Levy-214-013,publishers:::b2940543-4dd5-40f0-b3b2-6eeb1d3687f3,
Levy-214-014,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-214-015,publishers:::ef330576-e78d-4fa6-90f7-fd41ca646fce,
Levy-214-016,publishers:::a1a8fbde-3811-4ae0-9f36-0eb84fd2de50,
Levy-214-017,publishers:::82abd8b4-8810-4f8b-9407-70ec547bcda1,
Levy-214-018,publishers:::ab733990-0112-48f4-9c6a-9bac39cd9afa,
Levy-214-019,publishers:::1c2a6619-1ed1-458c-84c9-0fae571fc66e,
Levy-214-020,publishers:::7fa1b582-c57c-434b-8a11-5c4b13404cd3,
Levy-214-021,publishers:::0a38487f-32df-4c2f-9097-dc83de1008a1,
Levy-214-022,publishers:::1cc9f23d-8fb8-4e2a-bf69-b1e1fabeab3b,
Levy-214-023,publishers:::cf18456a-774b-4e8a-bfe8-6da441ed5dbd,
Levy-214-024,publishers:::e6b21492-9825-40fa-94c2-1fc28c7667a8,
Levy-214-025,publishers:::2cfbe157-ea4d-41b0-941a-9edf63ad2abc,
Levy-214-026,publishers:::d1dac5c6-54b3-4ed0-94de-cff97b55113b,
Levy-214-027,publishers:::916d52d8-18ea-4a69-9f76-c1daa51828ac,
Levy-214-028,publishers:::006d09c5-710f-4372-96dd-fcf4ac17b3a0,
Levy-214-029,publishers:::f562e4d5-59cd-4929-9f19-8c3fd670430a,
Levy-214-030,publishers:::7aba9ed5-6e29-4a88-9c35-057bb3e64cdf,
Levy-214-031,publishers:::1c2a6619-1ed1-458c-84c9-0fae571fc66e,
Levy-214-032,publishers:::1988f588-d245-4d19-b10f-2df6b92f00ce,
Levy-214-033,publishers:::c520c7d0-e260-4d04-867f-a1d1fa6e1e04,
Levy-214-034,publishers:::309bd79f-dd8f-4a37-bb15-c5b23d83d0dd,
Levy-214-035,publishers:::44c24960-c001-4852-8b54-288abad65761,
Levy-214-036,publishers:::b0fd42e8-6242-4726-a5a4-9fb34507d169,
